"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CSD_UID","CD_UID","CT_UID","CMA_UID","v_CA16_401: Population, 2016","v_CA16_404: Total private dwellings","v_CA16_406: Population density per square kilometre","v_CA16_407: Land area in square kilometres","v_CA16_409: Single-detached house","v_CA16_410: Apartment in a building that has five or more storeys","v_CA16_412: Semi-detached house","v_CA16_413: Row house","v_CA16_414: Apartment or flat in a duplex","v_CA16_415: Apartment in a building that has fewer than five storeys","v_CA16_416: Other single-attached house","v_CA16_417: Movable dwelling","v_CA16_7: 0 to 4 years","v_CA16_25: 5 to 9 years","v_CA16_43: 10 to 14 years","v_CA16_64: 15 to 19 years","v_CA16_82: 20 to 24 years","v_CA16_100: 25 to 29 years","v_CA16_118: 30 to 34 years","v_CA16_136: 35 to 39 years","v_CA16_154: 40 to 44 years","v_CA16_172: 45 to 49 years","v_CA16_190: 50 to 54 years","v_CA16_208: 55 to 59 years","v_CA16_226: 60 to 64 years","v_CA16_244: 65 years and over","v_CA16_2207: Median total income in 2015 among recipients ($)","v_CA16_2213: Median after-tax income in 2015 among recipients ($)","v_CA16_2208: Median total income in 2015 among recipients ($)","v_CA16_2209: Median total income in 2015 among recipients ($)","v_CA16_3957: Total visible minority population","v_CA16_3960: South Asian","v_CA16_3963: Chinese","v_CA16_3966: Black","v_CA16_3969: Filipino","v_CA16_3972: Latin American","v_CA16_3975: Arab","v_CA16_3978: Southeast Asian","v_CA16_3981: West Asian","v_CA16_3984: Korean","v_CA16_3987: Japanese","v_CA16_3990: Visible minority, n.i.e.","v_CA16_3993: Multiple visible minorities","v_CA16_3986: Korean","v_CA16_379: Average age","v_CA16_4986: Average after-tax income of households in 2015 ($)","v_CA16_2398: Median after-tax income of households in 2015 ($)","v_CA16_5666: 1 Business, finance and administration occupations","v_CA16_5054: No certificate, diploma or degree","v_CA16_5057: Secondary (high) school diploma or equivalency certificate","v_CA16_5062: Postsecondary certificate, diploma or degree","v_CA16_5072: College, CEGEP or other non-university certificate or diploma","v_CA16_5075: University certificate or diploma below bachelor level"
"234","35240707","DA","Oakville",0.17684,754,216,216,"3524001","3524","5350612.20","35535",754,216,4262.3,0.18,155,0,60,0,0,0,0,0,45,45,75,80,50,30,20,55,75,100,75,50,30,30,38848,35968,47488,32832,330,120,60,25,0,30,15,0,40,20,15,0,0,15,34.3,110781,104192,70,100,155,195,45,20
"235","35240708","DA","Oakville",0.20335,772,210,210,"3524001","3524","5350612.20","35535",772,210,3810.5,0.2,210,0,0,0,0,0,0,0,30,55,110,90,55,15,10,35,85,85,85,60,25,35,56192,48256,72192,39936,240,70,30,45,10,0,55,0,0,30,0,0,0,15,34.3,139592,151040,50,115,135,205,65,10
"236","35240709","DA","Oakville",0.1883,693,222,221,"3524001","3524","5350612.20","35535",693,222,3678.3,0.19,220,0,0,0,0,0,0,0,20,45,70,50,45,15,15,25,65,65,95,60,30,80,54357,47424,84992,40960,200,90,60,0,0,15,0,0,10,0,0,10,15,0,39.6,134638,130816,90,85,120,195,120,15
"237","35240710","DA","Oakville",0.1798,617,189,188,"3524001","3524","5350612.20","35535",617,189,3431.6,0.18,100,0,20,70,0,0,0,0,20,35,55,50,45,35,20,40,45,60,65,50,30,70,42112,37760,50560,34304,300,45,90,10,20,15,45,0,30,20,0,0,25,0,39,108579,105216,55,45,85,160,95,25
"238","35240711","DA","Oakville",0.14146,679,206,205,"3524001","3524","5350612.23","35535",679,206,4802,0.14,205,0,0,0,0,0,0,0,35,55,65,65,45,30,30,40,65,90,65,35,20,50,47616,41856,54912,39104,160,10,25,40,0,25,35,15,0,20,0,0,0,10,34.6,135804,105728,45,40,110,170,115,15
"239","35240712","DA","Oakville",0.09707,515,162,162,"3524001","3524","5350612.23","35535",515,162,5303.8,0.1,115,0,25,20,0,0,0,0,15,45,40,35,35,30,30,35,45,60,35,40,30,35,42368,38784,64896,32128,220,65,75,0,10,0,20,0,20,30,0,10,0,15,36.4,121213,107264,50,35,70,150,95,20
"240","35240713","DA","Oakville",0.49461,880,266,265,"3524001","3524","5350612.18","35535",880,266,1781.7,0.49,220,0,5,40,0,0,0,0,45,80,95,85,50,25,20,60,80,105,90,50,30,65,46592,41600,67072,37376,185,25,20,30,15,15,80,0,10,0,0,0,0,0,34.9,110329,115456,55,95,135,235,180,10
"241","35240714","DA","Oakville",0.10278,565,176,174,"3524001","3524","5350612.18","35535",565,176,5496.1,0.1,175,0,0,0,0,0,0,0,35,50,60,45,20,15,30,45,85,60,45,20,15,40,54912,46720,67328,41088,200,65,0,10,50,10,0,0,35,15,0,15,0,10,33.8,113586,110336,40,45,75,155,85,10
"242","35240715","DA","Oakville",0.16601,933,312,312,"3524001","3524","5350612.18","35535",933,312,5623.9,0.17,30,0,55,230,0,0,0,0,50,90,85,50,65,40,65,85,110,105,60,55,25,50,40448,36779,48512,35968,480,185,45,65,45,45,45,15,0,0,0,0,20,10,34.1,95877,87381,100,85,190,240,125,10
"243","35240716","DA","Oakville",0.23021,652,186,186,"3524001","3524","5350612.18","35535",652,186,2831.1,0.23,190,0,0,0,0,0,0,0,30,65,75,45,35,25,15,45,85,70,55,30,25,45,47360,42112,56832,36992,275,35,85,25,20,0,35,20,15,25,0,0,15,15,34.9,122289,113408,80,40,140,155,80,10
"244","35240720","DA","Oakville",40.29309,6430,2103,1929,"3524001","3524","5350615.00","35535",6430,2103,160.2,40.14,1245,0,85,580,5,15,0,0,620,610,510,420,300,375,545,705,660,540,370,265,170,345,43194,38280,54741,35883,4045,1535,1075,140,115,115,550,55,100,215,10,25,115,110,31.9,111350,98926,725,465,880,1680,645,145
"245","35240760","DA","Oakville",4.20322,51,17,17,"3524001","3524","5350612.10","35535",51,17,12.1,4.2,15,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,5,0,5,5,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4,NA,NA,NA,NA,NA,NA,NA,NA
"246","35240761","DA","Oakville",0.41458,334,107,106,"3524001","3524","5350612.18","35535",334,107,846,0.39,85,0,0,20,0,0,0,0,15,10,30,40,40,10,0,10,15,30,55,30,15,45,53120,47360,70912,33984,30,0,0,20,0,0,0,0,0,0,0,0,0,0,40.3,195480,144896,30,40,55,80,25,0
"247","35240762","DA","Oakville",0.36633,533,154,152,"3524001","3524","5350612.19","35535",533,154,1522,0.35,125,0,15,15,0,0,0,0,20,35,55,55,50,20,15,20,50,60,50,55,20,40,59392,49152,75776,49920,210,70,90,10,20,0,25,0,0,0,0,0,0,0,36.3,185320,154112,50,45,105,175,50,0
"248","35240765","DA","Oakville",0.07026,420,130,130,"3524001","3524","5350612.20","35535",420,130,5974.4,0.07,80,0,0,50,0,0,0,0,25,35,50,35,25,10,25,30,35,55,35,20,10,25,49664,42880,56512,42624,205,85,45,0,0,25,0,0,0,20,0,10,0,10,33.5,108539,108800,45,50,50,115,40,0
"249","35240766","DA","Oakville",0.15015,1017,373,371,"3524001","3524","5350612.19","35535",1017,373,6771,0.15,35,0,55,285,0,0,0,0,60,60,70,80,65,45,65,65,90,95,95,80,50,110,42112,37504,52736,33152,430,160,50,75,20,35,20,0,10,25,0,15,10,15,38,96326,85696,110,130,145,315,130,10
"250","35240767","DA","Oakville",0.22173,879,250,249,"3524001","3524","5350612.11","35535",879,250,3964.8,0.22,190,0,0,55,5,0,0,0,55,65,65,75,80,45,40,55,85,80,95,55,25,50,42752,38272,53824,37504,340,85,80,20,25,10,35,0,0,40,10,0,35,15,34.2,123527,111360,85,60,160,240,140,10
"251","35240768","DA","Oakville",0.1517,485,138,137,"3524001","3524","5350612.11","35535",485,138,3199.2,0.15,135,0,0,0,0,0,0,0,15,30,60,60,25,15,15,15,35,80,60,25,15,20,56768,48000,78165,41344,115,20,15,10,0,15,10,20,0,10,0,0,10,10,35,139387,141824,50,45,60,110,40,25
"252","35240769","DA","Oakville",0.08615,465,135,134,"3524001","3524","5350612.11","35535",465,135,5394.4,0.09,135,0,0,0,0,0,0,0,25,40,60,40,25,10,10,35,50,65,45,20,15,30,47275,42240,78080,38400,125,15,40,20,0,15,15,0,0,15,0,0,10,10,33.9,136967,126720,50,55,55,135,50,15
"253","35240770","DA","Oakville",1.06849,1172,308,300,"3524001","3524","5350612.24","35535",1172,308,1096.8,1.07,280,0,0,15,0,0,0,0,45,100,145,125,85,35,30,55,105,150,95,75,55,85,53696,45952,71040,42624,540,140,215,0,40,10,65,0,0,35,10,0,25,25,35.1,213861,178176,110,85,120,300,70,40
"254","35240771","DA","Oakville",0.15808,739,220,213,"3524001","3524","5350612.24","35535",739,220,4677.2,0.16,85,0,0,125,0,0,0,0,40,90,95,50,40,10,30,60,100,100,40,25,15,50,46080,41088,62208,36352,510,145,140,0,50,15,105,20,0,15,0,15,0,0,32.9,119573,112384,85,75,110,195,85,20
"255","35240772","DA","Oakville",0.25871,901,226,223,"3524001","3524","5350612.24","35535",901,226,3481.5,0.26,225,0,0,0,0,0,0,0,30,85,125,100,55,35,10,40,90,120,90,40,25,45,47104,41216,80384,31296,570,235,190,0,15,0,45,30,0,25,0,0,25,10,32.9,203554,175002,120,55,185,235,55,10
"256","35240773","DA","Oakville",0.17726,977,235,232,"3524001","3524","5350612.24","35535",977,235,5513.5,0.18,230,0,5,0,0,0,0,0,45,110,135,95,65,30,25,45,110,130,70,45,25,50,48512,44672,73216,29035,450,215,130,0,25,0,50,10,0,20,0,0,0,10,32.3,167645,170496,85,90,115,245,100,25
"257","35240774","DA","Oakville",0.27617,906,277,276,"3524001","3524","5350612.24","35535",906,277,3281.4,0.28,190,0,0,80,5,0,0,0,25,65,95,90,55,30,20,45,65,105,105,65,55,90,46080,39168,69888,33152,225,100,40,0,15,30,20,0,0,20,0,0,0,10,38.3,196231,143360,105,75,105,250,85,10
"258","35240776","DA","Oakville",0.19685,1579,718,609,"3524001","3524","5350612.24","35535",1579,718,8023.4,0.2,135,280,55,140,5,0,0,0,70,105,125,130,95,80,65,110,155,165,115,80,60,215,37760,34458,51840,31168,825,235,235,30,10,35,60,0,30,145,15,0,30,70,38.1,87783,77056,160,195,380,425,195,25
"259","35240777","DA","Oakville",0.19025,787,212,210,"3524001","3524","5350612.25","35535",787,212,4135.6,0.19,205,0,0,0,5,0,0,0,30,80,95,80,40,25,10,40,90,120,55,30,15,60,49280,43776,59008,43648,375,170,135,30,0,0,15,0,0,10,0,0,10,0,34.3,145275,144725,105,55,120,205,90,10
"260","35240779","DA","Oakville",0.47064,918,252,246,"3524001","3524","5350612.25","35535",918,252,1950.3,0.47,205,0,0,35,0,0,0,0,30,60,90,125,80,20,20,40,60,120,85,80,40,75,41131,37760,49408,35200,435,210,110,0,15,0,70,0,0,10,20,0,0,0,36.2,211725,152064,125,80,145,260,85,10
"261","35240786","DA","Oakville",0.68326,1396,797,657,"3524001","3524","5350612.26","35535",1396,797,2043,0.68,0,255,0,35,0,365,0,0,65,50,50,35,85,180,155,145,90,55,70,60,40,315,38208,34714,40832,36992,515,110,100,50,35,50,30,10,25,75,0,10,20,50,43.7,55442,53632,145,55,245,455,240,25
"262","35240787","DA","Oakville",0.21965,579,208,185,"3524001","3524","5350612.26","35535",579,208,2636.6,0.22,40,0,45,0,0,95,0,0,30,30,40,20,40,40,50,30,45,40,30,25,15,140,44885,39808,49280,39808,165,25,0,50,30,30,15,0,0,15,0,0,0,10,44.5,88986,82688,30,25,45,125,60,40
"263","35240788","DA","Oakville",0.07341,638,231,229,"3524001","3524","5350612.26","35535",638,231,8680.3,0.07,35,0,115,75,0,0,0,0,50,55,60,45,35,20,40,55,90,70,50,25,15,25,52352,44629,59520,47360,200,55,35,30,10,15,30,10,10,0,0,15,0,0,32.7,101868,88448,60,45,90,175,85,15
"264","35240789","DA","Oakville",0.08513,937,502,484,"3524001","3524","5350612.26","35535",937,502,10984.8,0.09,45,265,105,35,0,40,0,0,40,45,50,45,50,70,80,85,70,90,85,70,40,125,46272,40640,51584,44288,410,80,90,45,25,15,60,10,10,50,0,0,25,30,40.4,76802,62362,110,65,180,360,190,10
"265","35240790","DA","Oakville",0.0752,591,229,228,"3524001","3524","5350612.26","35535",591,229,7859,0.08,45,0,65,70,0,45,0,0,30,40,45,40,40,25,30,45,60,60,60,25,30,65,49664,43264,54976,45888,185,25,55,15,20,15,25,0,0,20,0,0,0,10,38,91219,93696,50,60,95,155,65,30
"266","35240816","DA","Oakville",0.31188,502,204,200,"3524001","3524","5350612.08","35535",502,204,1609.5,0.31,0,0,0,200,0,5,0,0,35,30,20,35,30,20,40,45,45,50,35,40,20,60,38528,34688,47296,33920,190,70,75,0,0,0,30,0,0,0,0,10,0,0,38.5,82168,78336,60,70,115,150,120,0
"267","35240817","DA","Oakville",0.14656,672,171,164,"3524001","3524","5350612.08","35535",672,171,4587,0.15,135,0,0,15,5,10,0,0,20,40,45,50,40,20,20,35,50,60,45,35,35,185,43200,39808,49536,38400,205,70,50,20,0,0,40,0,15,0,0,0,0,0,47.5,126427,97024,75,50,90,130,90,20
"268","35240818","DA","Oakville",0.10411,581,152,151,"3524001","3524","5350612.08","35535",581,152,5581.2,0.1,150,0,0,0,0,0,0,0,25,40,40,55,55,30,30,25,45,65,75,40,25,40,30976,28544,34432,27360,395,210,55,20,30,0,0,0,30,15,0,10,25,15,36.5,146109,119936,100,70,145,155,115,15
"269","35240819","DA","Oakville",0.28533,931,294,292,"3524001","3524","5350612.08","35535",931,294,3262.1,0.29,120,0,10,160,5,0,0,0,65,60,75,80,60,35,35,65,85,95,95,60,35,85,43584,38528,55680,33536,440,185,120,0,0,10,70,20,0,20,10,0,0,0,36.6,104908,101120,95,130,160,245,140,10
"270","35240820","DA","Oakville",0.13447,660,215,215,"3524001","3524","5350612.08","35535",660,215,4907.1,0.13,25,0,0,185,0,0,0,0,35,65,55,65,60,35,40,40,40,50,60,45,30,50,26048,25728,31360,24320,325,55,35,55,0,35,30,20,60,20,0,10,0,15,33.7,66195,56704,25,85,90,150,90,0
"271","35240848","DA","Oakville",0.48914,2769,831,805,"3524001","3524","5350612.21","35535",2769,831,5660.3,0.49,325,0,45,435,0,5,0,0,215,305,320,205,125,105,175,260,330,295,170,90,60,120,43968,39040,59776,34261,1250,485,85,135,35,155,235,10,20,25,0,10,55,10,31,108654,98853,310,225,370,715,250,50
"272","35240849","DA","Oakville",0.12091,884,241,236,"3524001","3524","5350612.22","35535",884,241,7317.9,0.12,205,0,0,30,0,0,0,0,85,120,80,60,35,20,40,100,125,80,50,25,15,50,54144,46891,68096,42112,500,90,70,45,60,40,125,20,0,15,10,10,20,10,30.4,130916,115456,65,95,75,230,110,0
"273","35240850","DA","Oakville",0.23621,1030,284,281,"3524001","3524","5350612.21","35535",1030,284,4362.6,0.24,245,0,20,15,0,0,0,0,60,95,125,105,45,30,40,55,130,135,85,50,25,55,47232,42453,76544,28448,425,195,75,20,0,20,20,0,0,60,0,15,20,35,33.1,148202,133632,130,130,165,250,95,30
"274","35240851","DA","Oakville",0.11426,632,179,178,"3524001","3524","5350612.21","35535",632,179,5529.3,0.11,130,0,40,0,0,0,0,0,30,65,85,50,35,10,20,35,85,80,55,30,15,25,46976,40832,63872,37504,280,40,90,55,15,10,60,0,0,15,0,0,0,10,33.1,125777,115712,80,25,70,155,70,15
"275","35240852","DA","Oakville",0.10536,632,198,196,"3524001","3524","5350612.23","35535",632,198,5990.5,0.11,120,0,45,25,0,0,0,0,35,50,65,45,30,25,30,45,60,70,65,40,30,30,42496,38272,55808,37248,220,30,85,15,10,10,0,0,45,15,0,0,0,10,35.3,146509,98560,80,50,50,215,155,20
"276","35240853","DA","Oakville",0.50695,859,230,229,"3524001","3524","5350612.23","35535",859,230,1694.3,0.51,220,0,0,10,0,0,0,0,40,70,100,100,50,20,20,35,95,115,85,50,25,55,51840,44672,72704,35200,220,110,50,20,0,0,0,0,10,10,0,10,10,0,34.5,155976,144896,80,70,140,205,115,35
"277","35240854","DA","Oakville",0.1285,646,167,167,"3524001","3524","5350612.22","35535",646,167,5023.3,0.13,165,0,0,0,0,0,0,0,40,65,90,55,35,10,10,40,90,95,40,25,15,30,61568,52096,82304,47189,220,120,0,0,25,45,15,0,0,0,0,0,10,0,31.9,160109,151296,70,45,100,155,45,0
"278","35240855","DA","Oakville",0.13662,988,270,267,"3524001","3524","5350612.22","35535",988,270,7227.5,0.14,270,0,0,0,0,0,0,0,90,145,110,55,20,20,50,105,155,105,50,35,15,40,59776,50752,82688,45824,480,115,50,50,55,55,75,10,10,50,0,0,10,25,30,121545,125312,90,75,85,245,80,15
"279","35240856","DA","Oakville",0.83387,3244,990,939,"3524001","3524","5350612.22","35535",3244,990,3890.2,0.83,570,0,10,360,0,0,0,0,240,315,360,285,140,125,185,310,380,360,200,120,80,135,47872,41728,62805,38554,1530,560,180,140,50,100,185,40,60,110,0,30,75,50,31.6,125481,108186,355,270,450,865,390,55
"280","35240857","DA","Oakville",0.07987,542,152,152,"3524001","3524","5350612.22","35535",542,152,6783.5,0.08,155,0,0,0,0,0,0,0,25,55,65,55,20,10,10,35,70,70,50,20,20,55,46635,40405,58752,37504,245,70,65,15,30,10,10,0,0,20,0,0,25,0,35.7,127793,118528,40,30,70,145,55,20
"281","35240858","DA","Oakville",0.12755,392,106,106,"3524001","3524","5350612.23","35535",392,106,3072.1,0.13,105,0,0,0,0,0,0,0,25,40,40,40,15,10,15,35,65,35,25,15,10,20,49024,43264,69376,35456,165,30,45,0,45,0,15,10,0,10,0,0,0,0,32.9,135494,119040,45,35,50,105,35,0
"282","35240859","DA","Oakville",0.12,716,193,189,"3524001","3524","5350612.24","35535",716,193,5961.7,0.12,140,0,50,0,0,0,0,0,40,90,90,60,40,10,15,75,105,90,45,25,5,35,54400,46720,73472,39296,450,150,150,20,0,35,65,0,10,20,0,0,0,0,31.4,134998,129280,65,65,85,190,45,15
"283","35240861","DA","Oakville",0.19022,1066,291,287,"3524001","3524","5350612.25","35535",1066,291,5601.7,0.19,280,0,0,5,5,0,0,0,50,100,135,100,75,35,20,60,115,145,85,55,35,60,40107,36181,60800,30976,595,125,205,0,15,10,160,10,0,50,0,20,0,20,33.5,138311,122624,120,105,175,305,95,0
